path	category	include_in_commit	reason	file_size_bytes	data_or_code	downstream_or_backbone_relevance
reports/planA_k_full_result_visualization_feature_only/figures/anchor_sample_probability_macrostate_2.png	report/output	no	downstream-only or out of M0-M2.5 scope	269303	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/anchor_sample_probability_macrostate_3.png	report/output	no	downstream-only or out of M0-M2.5 scope	268895	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/anchor_sample_probability_macrostate_4.png	report/output	no	downstream-only or out of M0-M2.5 scope	264362	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/anchor_sample_probability_macrostate_5.png	report/output	no	downstream-only or out of M0-M2.5 scope	267099	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/anchor_sample_spatial_by_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	341936	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/anchor_spatial_slices/062921_D0_m3a_1_slice_1_anchor_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	201422	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/anchor_spatial_slices/062921_D0_m3a_1_slice_2_anchor_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	208578	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/anchor_spatial_slices/062921_D9_m5_1_slice_1_anchor_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	264858	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/anchor_spatial_slices/062921_D9_m5_2_slice_2_anchor_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	202764	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/anchor_spatial_slices/072523_D35_m11_1_slice_2_anchor_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	130050	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/anchor_spatial_slices/072523_D35_m6_1_slice_1_anchor_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	127339	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/anchor_spatial_slices/072523_D35_m6_1_slice_2_anchor_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	128742	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/anchor_spatial_slices/082421_D0_m6_1_slice_2_anchor_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	196334	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/anchor_spatial_slices/082421_D21_m1_1_slice_1_anchor_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	226847	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/anchor_spatial_slices/082421_D21_m1_1_slice_2_anchor_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	232148	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/anchor_spatial_slices/082421_D21_m2_1_slice_1_anchor_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	220321	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/anchor_spatial_slices/092421_D3_m1_1_slice_2_anchor_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	199968	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/anchor_spatial_slices/092421_D3_m1_1_slice_3_anchor_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	202037	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/anchor_spatial_slices/092421_D3_m2_1_slice_1_anchor_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	195033	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/anchor_spatial_slices/100221_D9_m5_2_slice_1_anchor_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	227388	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/d35_boundary_flow_check.png	report/output	no	downstream-only or out of M0-M2.5 scope	56192	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/d35_macrostate4_boundary_diagnostic.png	report/output	no	downstream-only or out of M0-M2.5 scope	105368	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/d35_macrostate_distribution.png	report/output	no	downstream-only or out of M0-M2.5 scope	117878	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/key_results/Figure_1_metaniche_state_atlas.pdf	report/output	no	downstream-only or out of M0-M2.5 scope	343113	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/key_results/Figure_1_metaniche_state_atlas.png	report/output	no	downstream-only or out of M0-M2.5 scope	1303929	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/key_results/Figure_2_per_slice_macrostate_maps.pdf	report/output	no	downstream-only or out of M0-M2.5 scope	397163	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/key_results/Figure_2_per_slice_macrostate_maps.png	report/output	no	downstream-only or out of M0-M2.5 scope	1479401	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/key_results/Figure_3_membership_probability_maps.pdf	report/output	no	downstream-only or out of M0-M2.5 scope	933026	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/key_results/Figure_3_membership_probability_maps.png	report/output	no	downstream-only or out of M0-M2.5 scope	2791426	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/key_results/Figure_4_macrostate_transition_flow.pdf	report/output	no	downstream-only or out of M0-M2.5 scope	19674	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/key_results/Figure_4_macrostate_transition_flow.png	report/output	no	downstream-only or out of M0-M2.5 scope	169358	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/key_results/Figure_5_biological_context_heatmap.pdf	report/output	no	downstream-only or out of M0-M2.5 scope	18887	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/key_results/Figure_5_biological_context_heatmap.png	report/output	no	downstream-only or out of M0-M2.5 scope	249851	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/key_results/Figure_6_M4_terminal_like_candidate_boundary_diagnostic.pdf	report/output	no	downstream-only or out of M0-M2.5 scope	22327	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/key_results/Figure_6_M4_terminal_like_candidate_boundary_diagnostic.png	report/output	no	downstream-only or out of M0-M2.5 scope	315201	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/macrostate_0_probability_by_timepoint.png	report/output	no	downstream-only or out of M0-M2.5 scope	104791	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/macrostate_1_probability_by_timepoint.png	report/output	no	downstream-only or out of M0-M2.5 scope	101548	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/macrostate_2_probability_by_timepoint.png	report/output	no	downstream-only or out of M0-M2.5 scope	105544	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/macrostate_3_probability_by_timepoint.png	report/output	no	downstream-only or out of M0-M2.5 scope	103950	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/macrostate_4_probability_by_timepoint.png	report/output	no	downstream-only or out of M0-M2.5 scope	103661	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/macrostate_5_probability_by_timepoint.png	report/output	no	downstream-only or out of M0-M2.5 scope	106294	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/macrostate_cell_composition_heatmap.png	report/output	no	downstream-only or out of M0-M2.5 scope	74399	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/macrostate_context_annotation_summary.png	report/output	no	downstream-only or out of M0-M2.5 scope	150673	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/macrostate_entropy_diversity_heatmap.png	report/output	no	downstream-only or out of M0-M2.5 scope	50689	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/macrostate_slice_composition_heatmap.png	report/output	no	downstream-only or out of M0-M2.5 scope	88182	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/macrostate_timepoint_composition_heatmap.png	report/output	no	downstream-only or out of M0-M2.5 scope	37456	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/macrostate_top_features_heatmap.png	report/output	no	downstream-only or out of M0-M2.5 scope	90022	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/macrostate_transition_matrix.png	report/output	no	downstream-only or out of M0-M2.5 scope	47013	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/metaniche_probability_macrostate_0.png	report/output	no	downstream-only or out of M0-M2.5 scope	183741	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/metaniche_probability_macrostate_1.png	report/output	no	downstream-only or out of M0-M2.5 scope	178597	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/metaniche_probability_macrostate_2.png	report/output	no	downstream-only or out of M0-M2.5 scope	185742	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/metaniche_probability_macrostate_3.png	report/output	no	downstream-only or out of M0-M2.5 scope	183640	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/metaniche_probability_macrostate_4.png	report/output	no	downstream-only or out of M0-M2.5 scope	181481	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/metaniche_probability_macrostate_5.png	report/output	no	downstream-only or out of M0-M2.5 scope	186736	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/metaniche_spatial_by_macrostate_all.png	report/output	no	downstream-only or out of M0-M2.5 scope	201844	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/metaniche_spatial_by_timepoint.png	report/output	no	downstream-only or out of M0-M2.5 scope	188113	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/metaniche_spatial_faceted_by_timepoint_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	119318	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/metaniche_transition_graph_overview.png	report/output	no	downstream-only or out of M0-M2.5 scope	157374	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/planA_k_cellrank_style_panel_overview.png	report/output	no	downstream-only or out of M0-M2.5 scope	246971	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/planA_k_spatial_macrostate_probability_panel.png	report/output	no	downstream-only or out of M0-M2.5 scope	463946	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/planA_k_transition_flow_panel.png	report/output	no	downstream-only or out of M0-M2.5 scope	269982	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/062921_D0_m3a_1_slice_1_macrostate_0_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	78909	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/062921_D0_m3a_1_slice_1_macrostate_1_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	78774	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/062921_D0_m3a_1_slice_1_macrostate_2_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	79020	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/062921_D0_m3a_1_slice_1_macrostate_3_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	79093	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/062921_D0_m3a_1_slice_1_macrostate_4_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	79088	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/062921_D0_m3a_1_slice_1_macrostate_5_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	79170	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/062921_D0_m3a_1_slice_2_macrostate_0_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	82303	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/062921_D0_m3a_1_slice_2_macrostate_1_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	82144	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/062921_D0_m3a_1_slice_2_macrostate_2_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	82583	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/062921_D0_m3a_1_slice_2_macrostate_3_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	82599	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/062921_D0_m3a_1_slice_2_macrostate_4_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	82340	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/062921_D0_m3a_1_slice_2_macrostate_5_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	82317	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/062921_D9_m5_1_slice_1_macrostate_0_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	91033	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/062921_D9_m5_1_slice_1_macrostate_1_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	91028	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/062921_D9_m5_1_slice_1_macrostate_2_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	91086	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/062921_D9_m5_1_slice_1_macrostate_3_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	91418	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/062921_D9_m5_1_slice_1_macrostate_4_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	90968	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/062921_D9_m5_1_slice_1_macrostate_5_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	90951	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/062921_D9_m5_2_slice_2_macrostate_0_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	84009	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/062921_D9_m5_2_slice_2_macrostate_1_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	83774	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/062921_D9_m5_2_slice_2_macrostate_2_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	84098	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/062921_D9_m5_2_slice_2_macrostate_3_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	84273	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/062921_D9_m5_2_slice_2_macrostate_4_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	83889	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/062921_D9_m5_2_slice_2_macrostate_5_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	83838	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/072523_D35_m11_1_slice_2_macrostate_0_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	74517	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/072523_D35_m11_1_slice_2_macrostate_1_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	74147	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/072523_D35_m11_1_slice_2_macrostate_2_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	74543	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/072523_D35_m11_1_slice_2_macrostate_3_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	74265	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/072523_D35_m11_1_slice_2_macrostate_4_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	74297	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/072523_D35_m11_1_slice_2_macrostate_5_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	74616	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/072523_D35_m6_1_slice_1_macrostate_0_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	75043	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/072523_D35_m6_1_slice_1_macrostate_1_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	75006	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/072523_D35_m6_1_slice_1_macrostate_2_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	74749	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/072523_D35_m6_1_slice_1_macrostate_3_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	75283	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/072523_D35_m6_1_slice_1_macrostate_4_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	74973	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/072523_D35_m6_1_slice_1_macrostate_5_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	74978	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/072523_D35_m6_1_slice_2_macrostate_0_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	77597	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/072523_D35_m6_1_slice_2_macrostate_1_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	77504	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/072523_D35_m6_1_slice_2_macrostate_2_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	77255	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/072523_D35_m6_1_slice_2_macrostate_3_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	77789	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/072523_D35_m6_1_slice_2_macrostate_4_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	77650	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/072523_D35_m6_1_slice_2_macrostate_5_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	77632	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/082421_D0_m6_1_slice_2_macrostate_0_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	80778	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/082421_D0_m6_1_slice_2_macrostate_1_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	80631	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/082421_D0_m6_1_slice_2_macrostate_2_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	80938	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/082421_D0_m6_1_slice_2_macrostate_3_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	81038	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/082421_D0_m6_1_slice_2_macrostate_4_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	80718	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/082421_D0_m6_1_slice_2_macrostate_5_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	80801	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/082421_D21_m1_1_slice_1_macrostate_0_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	85050	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/082421_D21_m1_1_slice_1_macrostate_1_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	84971	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/082421_D21_m1_1_slice_1_macrostate_2_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	84817	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/082421_D21_m1_1_slice_1_macrostate_3_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	85282	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/082421_D21_m1_1_slice_1_macrostate_4_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	85117	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/082421_D21_m1_1_slice_1_macrostate_5_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	85087	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/082421_D21_m1_1_slice_2_macrostate_0_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	88444	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/082421_D21_m1_1_slice_2_macrostate_1_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	88259	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/082421_D21_m1_1_slice_2_macrostate_2_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	88245	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/082421_D21_m1_1_slice_2_macrostate_3_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	88661	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/082421_D21_m1_1_slice_2_macrostate_4_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	88429	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/082421_D21_m1_1_slice_2_macrostate_5_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	88269	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/082421_D21_m2_1_slice_1_macrostate_0_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	85621	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/082421_D21_m2_1_slice_1_macrostate_1_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	85408	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/082421_D21_m2_1_slice_1_macrostate_2_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	85389	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/082421_D21_m2_1_slice_1_macrostate_3_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	85772	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/082421_D21_m2_1_slice_1_macrostate_4_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	85638	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/082421_D21_m2_1_slice_1_macrostate_5_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	85653	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/092421_D3_m1_1_slice_2_macrostate_0_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	83348	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/092421_D3_m1_1_slice_2_macrostate_1_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	83193	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/092421_D3_m1_1_slice_2_macrostate_2_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	83361	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/092421_D3_m1_1_slice_2_macrostate_3_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	83729	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/092421_D3_m1_1_slice_2_macrostate_4_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	83175	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/092421_D3_m1_1_slice_2_macrostate_5_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	83478	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/092421_D3_m1_1_slice_3_macrostate_0_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	87349	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/092421_D3_m1_1_slice_3_macrostate_1_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	87019	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/092421_D3_m1_1_slice_3_macrostate_2_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	87355	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/092421_D3_m1_1_slice_3_macrostate_3_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	87414	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/092421_D3_m1_1_slice_3_macrostate_4_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	87056	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/092421_D3_m1_1_slice_3_macrostate_5_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	87162	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/092421_D3_m2_1_slice_1_macrostate_0_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	79656	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/092421_D3_m2_1_slice_1_macrostate_1_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	79353	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/092421_D3_m2_1_slice_1_macrostate_2_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	79670	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/092421_D3_m2_1_slice_1_macrostate_3_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	79796	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/092421_D3_m2_1_slice_1_macrostate_4_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	79341	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/092421_D3_m2_1_slice_1_macrostate_5_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	79475	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/100221_D9_m5_2_slice_1_macrostate_0_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	84806	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/100221_D9_m5_2_slice_1_macrostate_1_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	84666	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/100221_D9_m5_2_slice_1_macrostate_2_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	84560	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/100221_D9_m5_2_slice_1_macrostate_3_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	85015	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/100221_D9_m5_2_slice_1_macrostate_4_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	84693	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/probability_slices/100221_D9_m5_2_slice_1_macrostate_5_probability.png	report/output	no	downstream-only or out of M0-M2.5 scope	84699	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/source_to_transient_flow_from_macrostate_3.png	report/output	no	downstream-only or out of M0-M2.5 scope	45638	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/spatial_slices/062921_D0_m3a_1_slice_1_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	57667	report	downstream-only
reports/planA_k_full_result_visualization_feature_only/figures/spatial_slices/062921_D0_m3a_1_slice_2_macrostate.png	report/output	no	downstream-only or out of M0-M2.5 scope	62881	report	downstream-only
